Station Id,Today Gen Power,Total Gen Power,Created At
286556,0,0,2021-08-26
108029,0,0,2021-08-26
132948,0,0,2021-08-26
90672,0,0,2021-08-26
286626,0,0,2021-08-26
1194733,0,470.67,2021-08-26
281460,0,0,2021-08-26
106907,0,0,2021-08-26
84351,0,0,2021-08-26
151873,0,0,2021-08-26
281659,0,0,2021-08-26
82647,0.01,920.88,2021-08-26
296487,30.51,816.17,2021-08-26
84328,20.88,448.49,2021-08-26
75608,2.82,264.98,2021-08-26
281460,0,0,2021-08-27
84351,0,0,2021-08-27
90672,0,0,2021-08-27
286626,0,0,2021-08-27
286556,0,0,2021-08-27
106907,0,0,2021-08-27
151873,0,0,2021-08-27
75608,5.96,265.88,2021-08-27
281659,0,0,2021-08-27
1194733,0,468.61,2021-08-27
296487,29.96,830.76,2021-08-27
132948,0,0,2021-08-27
84328,12.39,460.88,2021-08-27
82647,25.56,915.39,2021-08-27
108029,0,0,2021-08-27
